data,cotacaoCompra,cotacaoVenda
2018-04-27,3.467,3.4676
2018-04-30,3.4805,3.4811
2018-05-02,3.5418,3.5424
2018-05-03,3.5478,3.5484
2018-05-04,3.5302,3.5308
2018-05-07,3.5452,3.5458
2018-05-08,3.5782,3.5788
2018-05-09,3.5937,3.5943
2018-05-10,3.5561,3.5566
2018-05-11,3.571,3.5716
2018-05-14,3.6091,3.6097
2018-05-15,3.6747,3.6753
2018-05-16,3.6797,3.6803
2018-05-17,3.6868,3.6874
2018-05-18,3.7497,3.7503
2018-05-21,3.7066,3.7072
2018-05-22,3.6496,3.6502
2018-05-23,3.6501,3.6507
2018-05-24,3.643,3.6436
2018-05-25,3.6581,3.6587
2018-05-28,3.7086,3.7092
2018-05-29,3.7283,3.7289
2018-05-30,3.7364,3.737
2018-06-01,3.7407,3.7413
2018-06-04,3.7418,3.7424
2018-06-05,3.7746,3.7752
2018-06-06,3.8187,3.8193
2018-06-07,3.8994,3.9
2018-06-08,3.7853,3.7859
2018-06-11,3.6907,3.6913
2018-06-12,3.7038,3.7044
2018-06-13,3.7048,3.7054
2018-06-14,3.7051,3.7057
2018-06-15,3.7732,3.7738
2018-06-18,3.7537,3.7543
2018-06-19,3.756,3.7566
2018-06-20,3.7329,3.7335
2018-06-21,3.7888,3.7894
2018-06-22,3.7657,3.7663
2018-06-25,3.7754,3.776
2018-06-26,3.7715,3.7721
2018-06-27,3.8352,3.8358
2018-06-28,3.8515,3.8521
2018-06-29,3.8552,3.8558
2018-07-02,3.9049,3.9055
2018-07-03,3.8914,3.892
2018-07-04,3.9052,3.9058
2018-07-05,3.9186,3.9192
2018-07-06,3.9258,3.9264
2018-07-09,3.868,3.8692
2018-07-10,3.8446,3.8452
2018-07-11,3.8411,3.8417
2018-07-12,3.8558,3.8564
2018-07-13,3.8739,3.8745
2018-07-16,3.8573,3.8579
2018-07-17,3.8665,3.8671
2018-07-18,3.8468,3.8474
2018-07-19,3.8841,3.8847
2018-07-20,3.7787,3.7793
2018-07-23,3.7909,3.7915
2018-07-24,3.7453,3.7459
2018-07-25,3.7114,3.712
2018-07-26,3.7237,3.7243
2018-07-27,3.7158,3.7164
2018-07-30,3.7149,3.7155
2018-07-31,3.7543,3.7549
2018-08-01,3.7485,3.7491
2018-08-02,3.7639,3.7645
2018-08-03,3.7195,3.7201
2018-08-06,3.7208,3.7214
2018-08-07,3.7112,3.7118
2018-08-08,3.7513,3.7519
2018-08-09,3.8024,3.803
2018-08-10,3.8466,3.8472
2018-08-13,3.8982,3.8988
2018-08-14,3.8806,3.8812
2018-08-15,3.9128,3.9134
2018-08-16,3.8804,3.881
2018-08-17,3.9383,3.9389
2018-08-20,3.9424,3.943
2018-08-21,3.9867,3.9873
2018-08-22,4.0734,4.074
2018-08-23,4.0721,4.0727
2018-08-24,4.0848,4.0854
2018-08-27,4.0681,4.0687
2018-08-28,4.1186,4.1192
2018-08-29,4.1347,4.1353
2018-08-30,4.1806,4.1812
2018-08-31,4.1347,4.1353
2018-09-03,4.1273,4.1279
2018-09-04,4.1646,4.1652
2018-09-05,4.1603,4.1609
2018-09-06,4.1454,4.146
2018-09-10,4.1001,4.1007
2018-09-11,4.1635,4.1641
2018-09-12,4.1253,4.1259
2018-09-13,4.1631,4.1637
2018-09-14,4.1873,4.1879
2018-09-17,4.1689,4.1695
2018-09-18,4.1363,4.1369
2018-09-19,4.1345,4.1351
2018-09-20,4.0991,4.0997
2018-09-21,4.0722,4.0728
2018-09-24,4.0588,4.0594
2018-09-25,4.128,4.1286
2018-09-26,4.0564,4.057
2018-09-27,4.0086,4.0092
2018-09-28,4.0033,4.0039
2018-10-01,4.0267,4.0273
2018-10-02,3.9499,3.9505
2018-10-03,3.8536,3.8542
2018-10-04,3.9041,3.9047
2018-10-05,3.8693,3.8699
2018-10-08,3.7582,3.7588
2018-10-09,3.7385,3.7391
2018-10-10,3.7504,3.751
2018-10-11,3.7454,3.746
2018-10-15,3.7326,3.7332
2018-10-16,3.7073,3.7079
2018-10-17,3.7002,3.7008
2018-10-18,3.6957,3.6963
2018-10-19,3.7073,3.7079
2018-10-22,3.6897,3.6903
2018-10-23,3.7074,3.708
2018-10-24,3.7054,3.706
2018-10-25,3.7008,3.7014
2018-10-26,3.6746,3.6753
2018-10-29,3.6362,3.6368
2018-10-30,3.7013,3.7019
2018-10-31,3.7171,3.7177
2018-11-01,3.6968,3.6973
2018-11-05,3.7042,3.7048
2018-11-06,3.7486,3.7492
2018-11-07,3.7586,3.7592
2018-11-08,3.7385,3.7391
2018-11-09,3.75,3.7506
2018-11-12,3.7472,3.7478
2018-11-13,3.7786,3.7792
2018-11-14,3.7918,3.7924
2018-11-16,3.7519,3.7525
2018-11-19,3.7547,3.7553
2018-11-20,3.7574,3.7591
2018-11-21,3.7866,3.7872
2018-11-22,3.8097,3.8103
2018-11-23,3.8075,3.8081
2018-11-26,3.8649,3.8655
2018-11-27,3.8919,3.8925
2018-11-28,3.8625,3.8631
2018-11-29,3.8562,3.8568
2018-11-30,3.8627,3.8633
2018-12-03,3.8279,3.8285
2018-12-04,3.8307,3.8313
2018-12-05,3.8555,3.8561
2018-12-06,3.9172,3.9178
2018-12-07,3.8958,3.8964
2018-12-10,3.9104,3.911
2018-12-11,3.9007,3.9013
2018-12-12,3.8623,3.8629
2018-12-13,3.8784,3.879
2018-12-14,3.9084,3.909
2018-12-17,3.9115,3.9121
2018-12-18,3.8991,3.8997
2018-12-19,3.8901,3.8907
2018-12-20,3.8437,3.8443
2018-12-21,3.8665,3.8671
2018-12-24,3.8839,3.8855
2018-12-26,3.9252,3.9258
2018-12-27,3.9324,3.933
2018-12-28,3.8742,3.8748
2018-12-31,3.8742,3.8748
2019-01-02,3.8589,3.8595
2019-01-03,3.7677,3.7683
2019-01-04,3.7621,3.7627
2019-01-07,3.7056,3.7062
2019-01-08,3.7202,3.7208
2019-01-09,3.6925,3.6931
2019-01-10,3.6863,3.6869
2019-01-11,3.7135,3.7141
2019-01-14,3.7255,3.726
2019-01-15,3.7043,3.7049
2019-01-16,3.7191,3.7197
2019-01-17,3.7585,3.7591
2019-01-18,3.748,3.7486
2019-01-21,3.7699,3.7705
2019-01-22,3.7609,3.7615
2019-01-23,3.7988,3.7994
2019-01-24,3.7809,3.7815
2019-01-25,3.7613,3.7626
2019-01-28,3.767,3.7676
2019-01-29,3.7364,3.737
2019-01-30,3.7145,3.7151
2019-01-31,3.6513,3.6519
2019-02-01,3.6688,3.6694
2019-02-04,3.675,3.6756
2019-02-05,3.6735,3.6741
2019-02-06,3.7013,3.7019
2019-02-07,3.7187,3.7193
2019-02-08,3.7178,3.7184
2019-02-11,3.7385,3.7391
2019-02-12,3.729,3.7296
2019-02-13,3.7271,3.7277
2019-02-14,3.775,3.7756
2019-02-15,3.7149,3.7155
2019-02-18,3.731,3.7316
2019-02-19,3.72,3.7206
2019-02-20,3.7094,3.71
2019-02-21,3.7589,3.7595
2019-02-22,3.7424,3.743
2019-02-25,3.7279,3.7285
2019-02-26,3.7589,3.7595
2019-02-27,3.7345,3.7351
2019-02-28,3.7379,3.7385
2019-03-01,3.7826,3.7832
2019-03-06,3.8297,3.8303
2019-03-07,3.8481,3.8487
2019-03-08,3.8672,3.8678
2019-03-11,3.8455,3.8461
2019-03-12,3.8123,3.8129
2019-03-13,3.8259,3.8265
2019-03-14,3.8321,3.8327
2019-03-15,3.8338,3.8344
2019-03-18,3.8105,3.8111
2019-03-19,3.7756,3.7762
2019-03-20,3.7891,3.7897
2019-03-21,3.7961,3.7967
2019-03-22,3.8809,3.8815
2019-03-25,3.8764,3.877
2019-03-26,3.864,3.8646
2019-03-27,3.9383,3.9389
2019-03-28,3.9676,3.9682
2019-03-29,3.8961,3.8967
2019-04-01,3.8676,3.8682
2019-04-02,3.8655,3.8661
2019-04-03,3.843,3.8436
2019-04-04,3.8707,3.8713
2019-04-05,3.8616,3.8622
2019-04-08,3.8652,3.8658
2019-04-09,3.8557,3.8563
2019-04-10,3.8339,3.8345
2019-04-11,3.8393,3.8399
2019-04-12,3.8679,3.8685
2019-04-15,3.8724,3.873
2019-04-16,3.8907,3.8913
2019-04-17,3.9219,3.9225
2019-04-18,3.9364,3.937
2019-04-22,3.9224,3.923
2019-04-23,3.943,3.9436
2019-04-24,3.9624,3.963
2019-04-25,3.9719,3.9725
2019-04-26,3.9347,3.9353
2019-04-29,3.9358,3.9364
2019-04-30,3.9447,3.9453
2019-05-02,3.9644,3.965
2019-05-03,3.9382,3.9388
2019-05-06,3.9618,3.9624
2019-05-07,3.9874,3.988
2019-05-08,3.9338,3.9344
2019-05-09,3.9667,3.9673
2019-05-10,3.9572,3.9578
2019-05-13,3.9884,3.989
2019-05-14,3.9782,3.9788
2019-05-15,4.0025,4.0031
2019-05-16,4.0132,4.0138
2019-05-17,4.0838,4.0844
2019-05-20,4.105,4.1056
2019-05-21,4.0804,4.081
2019-05-22,4.0222,4.0228
2019-05-23,4.0507,4.0513
2019-05-24,4.0316,4.0322
2019-05-27,4.0204,4.021
2019-05-28,4.0269,4.0275
2019-05-29,3.9959,3.9965
2019-05-30,3.9714,3.972
2019-05-31,3.9401,3.9407
2019-06-03,3.8997,3.9003
2019-06-04,3.8704,3.871
2019-06-05,3.8605,3.8611
2019-06-06,3.872,3.8726
2019-06-07,3.8565,3.8571
2019-06-10,3.8784,3.879
2019-06-11,3.8658,3.8664
2019-06-12,3.8431,3.8437
2019-06-13,3.8423,3.8429
2019-06-14,3.8807,3.8813
2019-06-17,3.8889,3.8895
2019-06-18,3.8602,3.8608
2019-06-19,3.8717,3.8723
2019-06-21,3.8249,3.8255
2019-06-24,3.8228,3.8234
2019-06-25,3.8297,3.8303
2019-06-26,3.8435,3.8441
2019-06-27,3.8636,3.8642
2019-06-28,3.8316,3.8322
2019-07-01,3.8187,3.8193
2019-07-02,3.8558,3.8564
2019-07-03,3.8469,3.8475
2019-07-04,3.7934,3.794
2019-07-05,3.8198,3.8204
2019-07-08,3.8059,3.8065
2019-07-09,3.7846,3.7858
2019-07-10,3.7691,3.7697
2019-07-11,3.7527,3.7533
2019-07-12,3.7446,3.7452
2019-07-15,3.7457,3.7463
2019-07-16,3.7618,3.7624
2019-07-17,3.7612,3.7618
2019-07-18,3.7483,3.7489
2019-07-19,3.7402,3.7408
2019-07-22,3.7394,3.74
2019-07-23,3.7615,3.7621
2019-07-24,3.759,3.7596
2019-07-25,3.7843,3.7849
2019-07-26,3.7735,3.7741
2019-07-29,3.7903,3.7909
2019-07-30,3.7894,3.79
2019-07-31,3.7643,3.7649
2019-08-01,3.829,3.8296
2019-08-02,3.8733,3.8739
2019-08-05,3.9398,3.9404
2019-08-06,3.9637,3.9643
2019-08-07,3.9844,3.985
2019-08-08,3.9403,3.9409
2019-08-09,3.9356,3.9362
2019-08-12,3.996,3.9966
2019-08-13,3.973,3.9736
2019-08-14,4.0068,4.0074
2019-08-15,4.0182,4.0188
2019-08-16,3.9927,3.9933
2019-08-19,4.0268,4.0274
2019-08-20,4.0419,4.0425
2019-08-21,4.0248,4.0254
2019-08-22,4.0438,4.0444
2019-08-23,4.0845,4.0851
2019-08-26,4.1361,4.1367
2019-08-27,4.1551,4.1557
2019-08-28,4.1553,4.1559
2019-08-29,4.1674,4.168
2019-08-30,4.1379,4.1385
2019-09-02,4.1575,4.1581
2019-09-03,4.1651,4.1657
2019-09-04,4.1243,4.1249
2019-09-05,4.0853,4.0859
2019-09-06,4.0644,4.065
2019-09-09,4.076,4.0766
2019-09-10,4.1102,4.1108
2019-09-11,4.0625,4.0631
2019-09-12,4.0488,4.0494
2019-09-13,4.061,4.0616
2019-09-16,4.0866,4.0872
2019-09-17,4.0992,4.0998
2019-09-18,4.0966,4.0972
2019-09-19,4.1387,4.1393
2019-09-20,4.1681,4.1687
2019-09-23,4.1728,4.1734
2019-09-24,4.1715,4.1721
2019-09-25,4.1821,4.1827
2019-09-26,4.1463,4.1469
2019-09-27,4.1581,4.1587
2019-09-30,4.1638,4.1644
2019-10-01,4.1734,4.174
2019-10-02,4.154,4.1546
2019-10-03,4.1006,4.1012
2019-10-04,4.0604,4.061
2019-10-07,4.0682,4.0688
2019-10-08,4.0862,4.0868
2019-10-09,4.0948,4.0954
2019-10-10,4.1139,4.1145
2019-10-11,4.1054,4.106
2019-10-14,4.1257,4.1263
2019-10-15,4.1482,4.1488
2019-10-16,4.1708,4.1714
2019-10-17,4.1452,4.1457
2019-10-18,4.137,4.1376
2019-10-21,4.1313,4.1319
2019-10-22,4.0852,4.0858
2019-10-23,4.0715,4.0721
2019-10-24,4.0083,4.0089
2019-10-25,4.0127,4.0133
2019-10-28,3.9786,3.9793
2019-10-29,3.994,3.9946
2019-10-30,4.018,4.0186
2019-10-31,4.0035,4.0041
2019-11-01,3.978,3.9786
2019-11-04,3.9916,3.9922
2019-11-05,4.0037,4.0043
2019-11-06,4.0345,4.0351
2019-11-07,4.0921,4.0927
2019-11-08,4.1359,4.1365
2019-11-11,4.1553,4.1559
2019-11-12,4.175,4.1756
2019-11-13,4.1761,4.1767
2019-11-14,4.1825,4.1831
2019-11-18,4.1821,4.1827
2019-11-19,4.2078,4.2084
2019-11-20,4.2027,4.2037
2019-11-21,4.2006,4.2012
2019-11-22,4.1826,4.1832
2019-11-25,4.2083,4.2089
2019-11-26,4.2553,4.2559
2019-11-27,4.2596,4.2602
2019-11-28,4.2474,4.248
2019-11-29,4.2234,4.224
2019-12-02,4.2255,4.2261
2019-12-03,4.2002,4.2008
2019-12-04,4.192,4.1926
2019-12-05,4.213,4.2136
2019-12-06,4.1777,4.1783
2019-12-09,4.1497,4.1503
2019-12-10,4.1421,4.1427
2019-12-11,4.1147,4.1153
2019-12-12,4.1086,4.1092
2019-12-13,4.0943,4.0949
2019-12-16,4.0795,4.0801
2019-12-17,4.0681,4.0687
2019-12-18,4.0542,4.0548
2019-12-19,4.0627,4.0633
2019-12-20,4.0771,4.0777
2019-12-23,4.0751,4.0757
2019-12-24,4.0793,4.0813
2019-12-26,4.0595,4.0601
2019-12-27,4.0539,4.0545
2019-12-30,4.0301,4.0307
2019-12-31,4.0301,4.0307
2020-01-02,4.0207,4.0213
2020-01-03,4.0516,4.0522
2020-01-06,4.0548,4.0554
2020-01-07,4.0835,4.0841
2020-01-08,4.0666,4.0672
2020-01-09,4.0738,4.0744
2020-01-10,4.0739,4.0745
2020-01-13,4.1303,4.1309
2020-01-14,4.1437,4.1443
2020-01-15,4.1616,4.1622
2020-01-16,4.172,4.1726
2020-01-17,4.1831,4.1837
2020-01-20,4.1823,4.1829
2020-01-21,4.2008,4.2014
2020-01-22,4.1883,4.1889
2020-01-23,4.1656,4.1662
2020-01-24,4.1763,4.1769
2020-01-27,4.219,4.2196
2020-01-28,4.2058,4.2064
2020-01-29,4.2007,4.2013
2020-01-30,4.2517,4.2523
2020-01-31,4.2689,4.2695
2020-02-03,4.2469,4.2475
2020-02-04,4.2375,4.2381
2020-02-05,4.2443,4.2449
2020-02-06,4.2471,4.2477
2020-02-07,4.307,4.3076
2020-02-10,4.3189,4.3195
2020-02-11,4.3142,4.3148
2020-02-12,4.336,4.3366
2020-02-13,4.3383,4.3389
2020-02-14,4.3157,4.3163
2020-02-17,4.3151,4.3157
2020-02-18,4.3465,4.3471
2020-02-19,4.3722,4.3728
2020-02-20,4.3867,4.3873
2020-02-21,4.3918,4.3924
2020-02-26,4.4353,4.4359
2020-02-27,4.4758,4.4764
2020-02-28,4.4981,4.4987
2020-03-02,4.494,4.4946
2020-03-03,4.4877,4.4883
2020-03-04,4.5252,4.5258
2020-03-05,4.6201,4.6207
2020-03-06,4.6453,4.6459
2020-03-09,4.7373,4.7379
2020-03-10,4.6687,4.6693
2020-03-11,4.6732,4.6738
2020-03-12,4.8825,4.8833
2020-03-13,4.7355,4.7362
2020-03-16,4.9464,4.9471
2020-03-17,5.0489,5.0496
2020-03-18,5.1101,5.1107
2020-03-19,5.1437,5.1444
2020-03-20,5.0241,5.0248
2020-03-23,5.0798,5.0805
2020-03-24,5.0707,5.0713
2020-03-25,5.07,5.0706
2020-03-26,5.0004,5.001
2020-03-27,5.1103,5.1109
2020-03-30,5.1588,5.1594
2020-03-31,5.1981,5.1987
2020-04-01,5.2399,5.2404
2020-04-02,5.2645,5.2651
2020-04-03,5.2991,5.2997
2020-04-06,5.2465,5.2471
2020-04-07,5.2211,5.2217
2020-04-08,5.2117,5.2123
2020-04-09,5.0773,5.0779
2020-04-13,5.1818,5.1824
2020-04-14,5.1852,5.1858
2020-04-15,5.2573,5.2579
2020-04-16,5.2371,5.2377
2020-04-17,5.2567,5.2573
2020-04-20,5.2831,5.2837
2020-04-22,5.3841,5.3847
2020-04-23,5.4461,5.4467
2020-04-24,5.6504,5.651
2020-04-27,5.6352,5.6358
2020-04-28,5.5677,5.5683
2020-04-29,5.4285,5.4291
2020-04-30,5.4264,5.427
2020-05-04,5.5811,5.5816
2020-05-05,5.5348,5.5354
2020-05-06,5.667,5.6676
2020-05-07,5.8359,5.8365
2020-05-08,5.7647,5.7653
2020-05-11,5.7948,5.7954
2020-05-12,5.7717,5.7723
2020-05-13,5.9016,5.9022
2020-05-14,5.9366,5.9372
2020-05-15,5.8223,5.8229
2020-05-18,5.7369,5.7375
2020-05-19,5.721,5.7216
2020-05-20,5.6962,5.6968
2020-05-21,5.6013,5.6019
2020-05-22,5.5802,5.5808
2020-05-25,5.4766,5.4772
2020-05-26,5.3701,5.3707
2020-05-27,5.2986,5.2992
2020-05-28,5.3399,5.3405
2020-05-29,5.4257,5.4263
2020-06-01,5.3633,5.3639
2020-06-02,5.2595,5.2601
2020-06-03,5.051,5.0516
2020-06-04,5.1035,5.1041
2020-06-05,4.9769,4.9775
2020-06-08,4.9325,4.9331
2020-06-09,4.9051,4.9057
2020-06-10,4.8888,4.8894
2020-06-12,5.0367,5.0373
2020-06-15,5.1877,5.1883
2020-06-16,5.1279,5.1285
2020-06-17,5.2492,5.2499
2020-06-18,5.3462,5.3468
2020-06-19,5.346,5.3466
2020-06-22,5.222,5.2226
2020-06-23,5.1699,5.1705
2020-06-24,5.2429,5.2435
2020-06-25,5.3281,5.3287
2020-06-26,5.4623,5.4629
2020-06-29,5.441,5.4416
2020-06-30,5.4754,5.476
2020-07-01,5.3646,5.3651
2020-07-02,5.3022,5.3028
2020-07-03,5.3368,5.3374
2020-07-06,5.3079,5.3085
2020-07-07,5.3312,5.3318
2020-07-08,5.3476,5.3482
2020-07-09,5.2972,5.2978
2020-07-10,5.3434,5.344
2020-07-13,5.348,5.3486
2020-07-14,5.4282,5.4288
2020-07-15,5.3485,5.3491
2020-07-16,5.3554,5.356
2020-07-17,5.3504,5.351
2020-07-20,5.3629,5.3635
2020-07-21,5.2277,5.2283
2020-07-22,5.1105,5.1111
2020-07-23,5.1641,5.1647
2020-07-24,5.214,5.2146
2020-07-27,5.1883,5.1889
2020-07-28,5.1771,5.1777
2020-07-29,5.1389,5.1395
2020-07-30,5.1831,5.1837
2020-07-31,5.2027,5.2033
2020-08-03,5.3069,5.3075
2020-08-04,5.3323,5.3329
2020-08-05,5.2754,5.276
2020-08-06,5.3425,5.3431
2020-08-07,5.4221,5.4227
2020-08-10,5.3927,5.3933
2020-08-11,5.4279,5.4285
2020-08-12,5.4545,5.4551
2020-08-13,5.3795,5.3801
2020-08-14,5.3846,5.3852
2020-08-17,5.4491,5.4497
2020-08-18,5.4653,5.4659
2020-08-19,5.49,5.4906
2020-08-20,5.6504,5.651
2020-08-21,5.6058,5.6064
2020-08-24,5.5948,5.5954
2020-08-25,5.5991,5.5997
2020-08-26,5.5674,5.568
2020-08-27,5.595,5.5956
2020-08-28,5.4673,5.4679
2020-08-31,5.4707,5.4713
2020-09-01,5.3726,5.3732
2020-09-02,5.3735,5.3741
2020-09-03,5.3073,5.3079
2020-09-04,5.2842,5.2848
2020-09-08,5.3692,5.3698
2020-09-09,5.3018,5.3024
2020-09-10,5.293,5.2936
2020-09-11,5.2848,5.2854
2020-09-14,5.2978,5.2984
2020-09-15,5.2722,5.2728
2020-09-16,5.2526,5.2532
2020-09-17,5.2587,5.2593
2020-09-18,5.2883,5.2889
2020-09-21,5.4434,5.444
2020-09-22,5.4323,5.4329
2020-09-23,5.5305,5.5311
2020-09-24,5.5708,5.5714
2020-09-25,5.5661,5.5667
2020-09-28,5.5852,5.5858
2020-09-29,5.6521,5.6528
2020-09-30,5.6401,5.6407
2020-10-01,5.6435,5.6441
2020-10-02,5.6458,5.6464
2020-10-05,5.6293,5.6299
2020-10-06,5.5199,5.5205
2020-10-07,5.6012,5.6018
2020-10-08,5.6194,5.62
2020-10-09,5.5387,5.5393
2020-10-13,5.5854,5.5859
2020-10-14,5.5669,5.5675
2020-10-15,5.6166,5.6172
2020-10-16,5.622,5.6226
2020-10-19,5.6017,5.6023
2020-10-20,5.5824,5.583
2020-10-21,5.6,5.6006
2020-10-22,5.5814,5.582
2020-10-23,5.6114,5.612
2020-10-26,5.6322,5.6328
2020-10-27,5.6484,5.6491
2020-10-28,5.7319,5.7325
2020-10-29,5.7797,5.7803
2020-10-30,5.7712,5.7718
2020-11-03,5.6889,5.6895
2020-11-04,5.6926,5.6932
2020-11-05,5.5618,5.5624
2020-11-06,5.5307,5.5313
2020-11-09,5.2815,5.2821
2020-11-10,5.369,5.3696
2020-11-11,5.4014,5.402
2020-11-12,5.4088,5.4094
2020-11-13,5.4848,5.4854
2020-11-16,5.4192,5.4198
2020-11-17,5.3962,5.3968
2020-11-18,5.2926,5.2932
2020-11-19,5.3324,5.333
2020-11-20,5.3499,5.3505
2020-11-23,5.3822,5.3828
2020-11-24,5.4031,5.4037
2020-11-25,5.3502,5.3508
2020-11-26,5.3195,5.3201
2020-11-27,5.3488,5.3494
2020-11-30,5.3311,5.3317
2020-12-01,5.2783,5.2789
2020-12-02,5.2261,5.2267
2020-12-03,5.1619,5.1625
2020-12-04,5.17,5.1706
2020-12-07,5.1012,5.1018
2020-12-08,5.0914,5.092
2020-12-09,5.1103,5.1109
2020-12-10,5.0846,5.0852
2020-12-11,5.0685,5.0691
2020-12-14,5.0572,5.0578
2020-12-15,5.0962,5.0968
2020-12-16,5.1051,5.1057
2020-12-17,5.0606,5.0612
2020-12-18,5.098,5.0986
2020-12-21,5.1566,5.1572
2020-12-22,5.1467,5.1473
2020-12-23,5.1734,5.174
2020-12-24,5.1785,5.18
2020-12-28,5.2384,5.239
2020-12-29,5.1936,5.1942
2020-12-30,5.1961,5.1967
2020-12-31,5.1961,5.1967
2021-01-04,5.162,5.1626
2021-01-05,5.3263,5.3269
2021-01-06,5.3176,5.3182
2021-01-07,5.3427,5.3433
2021-01-08,5.3677,5.3683
2021-01-11,5.496,5.4966
2021-01-12,5.4631,5.4637
2021-01-13,5.3064,5.307
2021-01-14,5.2611,5.2617
2021-01-15,5.2708,5.2714
2021-01-18,5.2782,5.2788
2021-01-19,5.2939,5.2945
2021-01-20,5.3027,5.3033
2021-01-21,5.316,5.3166
2021-01-22,5.4295,5.4301
2021-01-25,5.5074,5.5089
2021-01-26,5.3859,5.3865
2021-01-27,5.3818,5.3824
2021-01-28,5.4276,5.4282
2021-01-29,5.4753,5.4759
2021-02-01,5.4602,5.4608
2021-02-02,5.3869,5.3875
2021-02-03,5.3417,5.3423
2021-02-04,5.3904,5.391
2021-02-05,5.3878,5.3884
2021-02-08,5.3664,5.367
2021-02-09,5.421,5.4216
2021-02-10,5.4018,5.4024
2021-02-11,5.362,5.3626
2021-02-12,5.3809,5.3815
2021-02-17,5.4132,5.4138
2021-02-18,5.4232,5.4238
2021-02-19,5.3918,5.3924
2021-02-22,5.5038,5.5044
2021-02-23,5.4484,5.449
2021-02-24,5.4176,5.4182
2021-02-25,5.4594,5.46
2021-02-26,5.5296,5.5302
2021-03-01,5.5826,5.5832
2021-03-02,5.6838,5.6844
2021-03-03,5.7336,5.7342
2021-03-04,5.6002,5.6008
2021-03-05,5.6864,5.687
2021-03-08,5.7337,5.7343
2021-03-09,5.8391,5.8397
2021-03-10,5.7443,5.7449
2021-03-11,5.5884,5.589
2021-03-12,5.5634,5.564
2021-03-15,5.629,5.6296
2021-03-16,5.5845,5.5851
2021-03-17,5.6573,5.6579
2021-03-18,5.5468,5.5474
2021-03-19,5.5076,5.5082
2021-03-22,5.5263,5.5269
2021-03-23,5.4945,5.4951
2021-03-24,5.5324,5.533
2021-03-25,5.6579,5.6585
2021-03-26,5.7036,5.7042
2021-03-29,5.7919,5.7925
2021-03-30,5.7636,5.7642
2021-03-31,5.6967,5.6973
2021-04-01,5.6843,5.6849
2021-04-05,5.6573,5.6579
2021-04-06,5.6257,5.6263
2021-04-07,5.5858,5.5864
2021-04-08,5.5811,5.5817
2021-04-09,5.6439,5.6445
2021-04-12,5.6576,5.6582
2021-04-13,5.7058,5.7064
2021-04-14,5.693,5.6936
2021-04-15,5.6228,5.6234
2021-04-16,5.6322,5.6328
2021-04-19,5.5744,5.575
2021-04-20,5.526,5.5266
2021-04-22,5.4964,5.497
2021-04-23,5.4781,5.4787
2021-04-26,5.456,5.4566
2021-04-27,5.4418,5.4424
2021-04-28,5.3999,5.4005
2021-04-29,5.3656,5.3662
2021-04-30,5.403,5.4036
2021-05-03,5.4081,5.4087
2021-05-04,5.4499,5.4505
2021-05-05,5.3866,5.3872
2021-05-06,5.2891,5.2897
2021-05-07,5.2211,5.2217
2021-05-10,5.2221,5.2227
2021-05-11,5.2397,5.2403
2021-05-12,5.2347,5.2353
2021-05-13,5.2809,5.2815
2021-05-14,5.2695,5.2701
2021-05-17,5.2749,5.2755
2021-05-18,5.2582,5.2588
2021-05-19,5.2816,5.2822
2021-05-20,5.2899,5.2905
2021-05-21,5.3021,5.3027
2021-05-24,5.3192,5.3198
2021-05-25,5.3137,5.3143
2021-05-26,5.3158,5.3164
2021-05-27,5.2833,5.284
2021-05-28,5.2274,5.2281
2021-05-31,5.2316,5.2322
2021-06-01,5.163,5.1636
2021-06-02,5.114,5.1147
2021-06-04,5.0661,5.0666
2021-06-07,5.0492,5.0498
2021-06-08,5.0483,5.0489
2021-06-09,5.0527,5.0533
2021-06-10,5.0629,5.0635
2021-06-11,5.1184,5.119
2021-06-14,5.0701,5.0707
2021-06-15,5.0868,5.0874
2021-06-16,5.0201,5.0207
2021-06-17,5.0353,5.0359
2021-06-18,5.0308,5.0314
2021-06-21,5.0367,5.0373
2021-06-22,5.0172,5.0178
2021-06-23,4.9513,4.9519
2021-06-24,4.9271,4.9277
2021-06-25,4.92,4.9206
2021-06-28,4.9414,4.942
2021-06-29,4.9444,4.945
2021-06-30,5.0016,5.0022
2021-07-01,5.0049,5.0055
2021-07-02,5.0287,5.0293
2021-07-05,5.0743,5.0749
2021-07-06,5.1639,5.1645
2021-07-07,5.2322,5.2328
2021-07-08,5.2581,5.2587
2021-07-09,5.237,5.2393
2021-07-12,5.2233,5.2239
2021-07-13,5.1764,5.177
2021-07-14,5.0874,5.088
2021-07-15,5.0994,5.1
2021-07-16,5.0935,5.0941
2021-07-19,5.1972,5.1978
2021-07-20,5.2459,5.2465
2021-07-21,5.251,5.2516
2021-07-22,5.1972,5.1978
2021-07-23,5.1695,5.1701
2021-07-26,5.1857,5.1863
2021-07-27,5.1663,5.1669
2021-07-28,5.1521,5.1527
2021-07-29,5.0676,5.0682
2021-07-30,5.121,5.1216
2021-08-02,5.1373,5.1379
2021-08-03,5.2458,5.2464
2021-08-04,5.2085,5.2091
2021-08-05,5.1459,5.1464
2021-08-06,5.2404,5.241
2021-08-09,5.2768,5.2774
2021-08-10,5.2211,5.2217
2021-08-11,5.2007,5.2013
2021-08-12,5.2345,5.2351
2021-08-13,5.2468,5.2474
2021-08-16,5.2489,5.2495
2021-08-17,5.2579,5.2585
