data,cotacaoCompra,cotacaoVenda
2024-12-10,6.0523,6.0529
2024-12-11,6.0314,6.032
2024-12-12,5.9402,5.9408
2024-12-13,6.0394,6.04
2024-12-16,6.0504,6.0509
2024-12-17,6.1679,6.1685
2024-12-18,6.1618,6.1624
2024-12-19,6.1835,6.1841
2024-12-20,6.0774,6.078
2024-12-23,6.1606,6.1612
2024-12-24,6.1527,6.1541
2024-12-26,6.165,6.1656
2024-12-27,6.1985,6.1991
2024-12-30,6.1917,6.1923
2024-12-31,6.1917,6.1923
